company,location,layoff_count,date,pct_workforce,industry,source_url,stage,raised_mm,country,is_ai_company
TechCrunch,SF Bay Area,,2025-01-14,,Media,https://www.businessinsider.c om/techcrunch-cuts-staff- amid-evolving-needs-2025-1,Acquired,,United States,False
Microsoft,Seattle,,2025-01-14,,Other,https://www.businessinsider.c om/microsoft-layoffs-hit- security-devices-sales- gaming-2025-1,Post-IPO, $1.00 ,United States,True
Advisor Credit Exchange,Philadelphia,,2025-01-14,100%,Finance,https://citywire.com/ria/news/ envestnet-backed-advisor- credit-exchange-to-shut- down-sources/a2457772,Unknown, $31.00 ,United States,False
AppLovin,SF Bay Area,89.0,2025-01-15,,Marketing,https://www.pocketgamer.biz/ applovin-lays-off-97-staff/,Post-IPO," $1,600.00 ",United States,False
HeyJobs,Berlin Non-U.S.,90.0,2025-01-15,,Recruiting,https://aimgroup.com/2025/0 1/15/heyjobs-axes-90- workers-shuts-two-locations- anonymous-sources/,Series B, $62.00 ,Germany,False
ShareChat,Bengaluru Non-U.S.,27.0,2025-01-15,5%,Marketing,https://entrackr.com/news/sha rechat-cuts-5-jobs-as-part-of- performance-review-cycle- 8623795,Series D, $222.00 ,India,False
Textio,Seattle,15.0,2025-01-15,,Recruiting,https://www.geekwire.com/20 25/augmented-writing- startup-textio-lays-off-more- employees-will-invest-in- different-mix-of-roles/,Unknown, $42.00 ,United States,False
Chrono24,Karlsruhe Non-U.S.,110.0,2025-01-16,24%,Retail,https://usa.watchpro.com/chr ono24-reboot-begins-with- one-in-four-workers-cut/,Series C, $205.00 ,Germany,False
Aurora Solar,SF Bay Area,58.0,2025-01-16,,Energy,https://www.sfexaminer.com/n ews/technology/sf-green- tech-startup-aurora-solar- laying-off-dozens- again/article_a5fc0dbc-d450- 11ef-95d2-03eab04fe214.html,Series D, $523.00 ,United States,False
Pocket FM,Bengaluru Non-U.S.,75.0,2025-01-16,,Media,https://yourstory.com/2025/01 /pocketfm-75-employees- pushes-toward-profitability,Series D, $212.00 ,India,False
Unbabel,Lisbon Non-U.S.,66.0,2025-01-20,25%,Support,https://observador.pt/2025/01 /20/unbabel-reduz-equipa- tecnologica-portuguesa-fala- processo-de-reestruturacao- em-curso/,Series C, $91.00 ,Portugal,False
Turso,London Non-U.S.,,2025-01-21,,Product,https://turso.tech/blog/upcom ing-changes-to-the-turso- platform-and-roadmap,Seed, $7.00 ,Canada,False
Stripe,SF Bay Area,300.0,2025-01-21,3%,Finance,https://www.businessinsider.c om/stripe-layoffs-staff- payments-memo-2025-1,Series I," $8,700.00 ",United States,False
Moon Active,Tel Aviv Non-U.S.,,2025-01-27,,Consumer,https://www.calcalistech.com/ ctechnews/article/bjejkmruyg,Unknown, $425.00 ,Israel,False
Aurora Labs,Tel Aviv Non-U.S.,45.0,2025-01-27,60%,Transportat…,https://www.calcalistech.com/ ctechnews/article/rjh2d64ukx,Series C, $97.00 ,Israel,False
Digital River,Minneapolis,122.0,2025-01-28,,Retail,https://www.startribune.com/d igital-river-ecommerce-close- layoff-shut-down-microsoft- online-shop/601213069,Private …, $50.00 ,United States,False
Amazon,Seattle,,2025-01-29,,Retail,https://www.bloomberg.com/ news/articles/2025-01- 29/amazon-cuts-dozens-of- corporate-jobs-in-latest- round-of-layoffs,Post-IPO," $8,100.00 ",United States,True
Placer.ai,SF Bay Area,150.0,2025-01-29,18%,Data,https://www.calcalistech.com/ ctechnews/article/sj6ptuddye,Unknown, $267.00 ,United States,True
Cushion,SF Bay Area,,2025-01-30,100%,Finance,https://techcrunch.com/2025/ 01/30/fintech-startup- cushion-shuts-down-after-8- years-and-over-20-million-in- funding/,Series A, $20.00 ,United States,False
Sophos,Oxford Non-U.S.,,2025-02-13,6%,Security,https://techcrunch.com/2025/ 02/13/sophos-lays-off-6-of- workforce-following- secureworks-acquisition/,Acquired, $125.00 ,United Kingdo…,True
Metro Africa Xpress,Lagos Non-U.S.,150.0,2025-02-13,,Logistics,https://techcabal.com/2025/0 2/13/max-laid-off-150- employees/,Unknown, $64.00 ,Nigeria,False
Blue Origin,Seattle,1000.0,2025-02-13,10%,Aerospace,https://www.cnn.com/2025/02 /13/science/blue-origin- employee-layoffs/index.html,Unknown, $167.00 ,United States,False
Eviation Aircraft,Tel Aviv Non-U.S.,,2025-02-14,,Aerospace,https://www.aerotime.aero/art icles/electric-startup-eviation- lays-off-staff-as-it-seeks- funding-media-reports,Acquired, $140.00 ,Israel,True
Logically,Manchester Non-U.S.,40.0,2025-02-17,20%,AI,https://sifted.eu/articles/anti- misinformation-startup- logically-lays-off-dozens-in- global-cost-cutting-drive,Series A, $37.00 ,United Kingdo…,True
Vendease,Lagos Non-U.S.,120.0,2025-02-19,44%,Food,https://techcabal.com/2025/0 2/19/vendease-second- layoffs/,Series A, $43.00 ,Nigeria,False
Riskified,New York City,,2025-02-19,,Retail,https://www.calcalistech.com/ ctechnews/article/h1hkriq91l,Post-IPO, $229.00 ,United States,False
SeatGeek,New York City,150.0,2025-02-20,15%,Consumer,https://www.theticketingbusin ess.com/2025/02/20/seatgeek -to-slash-headcount-by-15- outgoing-employees-claim/,Series E, $400.00 ,United States,False
Electriq Global,Tel Aviv Non-U.S.,,2025-02-21,100%,Energy,https://www.calcalistech.com/ ctechnews/article/syqy71l91e,Unknown, $8.00 ,Israel,False
Zendesk,SF Bay Area,51.0,2025-02-21,,Support,https://www.kron4.com/news/ bay-area/zendesk-lays-off- dozens-of-employees-at-sf- headquarters/,Acquired, $85.00 ,United States,False
NetEase,Tokyo Non-U.S.,,2025-02-22,,Consumer,https://www.techinasia.com/n ews/netease-cuts-jobs- projects-as-growth-remains- slow,Post-IPO,,Japan,False
Ibotta,Denver,70.0,2025-02-22,8%,Retail,https://coloradosun.com/2025 /02/22/fired-federal-workers- eligible-colorado- unemployment-benefits/#h- other-working-bits,Post-IPO, $93.00 ,United States,False
HerMD,Cincinnati,,2025-02-24,100%,Healthcare,https://www.bizjournals.com/c incinnati/inno/stories/news/20 25/02/24/hermd-womens- health-startup-closing- venture.html,Series A, $28.00 ,United States,False
Skybox Security,SF Bay Area,300.0,2025-02-24,100%,Security,https://www.calcalistech.com/ ctechnews/article/s1wi4rc5yl,Private …, $335.00 ,United States,True
Expedia,Seattle,,2025-02-26,,Travel,https://www.geekwire.com/20 25/expedia-confirms-layoffs- at-seattle-travel-giant/,Post-IPO," $3,300.00 ",United States,False
Dayforce,Toronto Non-U.S.,,2025-02-26,5%,HR,https://www.marketwatch.com /story/dayforce-to-cut-about- 5-of-workforce-in-efficiency- drive-2eabda38? mod=investing,Post-IPO, $40.00 ,Canada,False
eBay,Tel Aviv Non-U.S.,20.0,2025-02-26,,Retail,https://www.calcalistech.com/ ctechnews/article/bjgsl8n9yl,Post-IPO," $1,200.00 ",Israel,False
Flywire,Boston,125.0,2025-02-26,,Finance,https://www.bostonglobe.com /2025/02/26/business/student -visa-cutback-flywire-stock- price/,Series E, $263.00 ,United States,False
Commercetools,Munich Non-U.S.,,2025-02-26,10%,Retail,https://techcrunch.com/2025/ 02/26/commercetools-a- pioneer-in-headless- commerce-lays-off-dozens-of- staff/,Series C, $119.00 ,Germany,False
Google,SF Bay Area,,2025-02-27,,Consumer,https://www.cnbc.com/2025/0 2/27/google-makes-cuts-to- hr-and-cloud-units.html,Post-IPO, $26.00 ,United States,True
Digimarc,Portland,90.0,2025-02-27,40%,Other,https://www.oregonlive.com/si licon- forest/2025/02/digimarc- shares-plunge-as-oregon- company-lays-off-40-of-its- staff.html,Post-IPO, $105.00 ,United States,False
Autodesk,SF Bay Area,1350.0,2025-02-27,9%,Other,https://www.cnbc.com/2025/0 2/27/autodesk-says-it-will- cut-1350-employees.html,Post-IPO,,United States,False
Grubhub,SF Bay Area,500.0,2025-02-28,23%,Food,https://www.reuters.com/tech nology/food-delivery- company-grubhub-lay-off- 500-positions-2025-02-28/,Acquired, $284.00 ,United States,False
HP,SF Bay Area,4000.0,2025-02-28,10%,Hardware,https://www.sfchronicle.com/t ech/article/hp-job-cuts-tariff- concerns-20193141.php,Post-IPO,,United States,False
ActiveFence,New York City,22.0,2025-03-13,7%,Security,https://www.calcalistech.com/ ctechnews/article/hjvqbqg3jx,Series B, $100.00 ,United States,True
Otorio,Tel Aviv Non-U.S.,45.0,2025-03-17,56%,Security,https://www.calcalistech.com/ ctechnews/article/sjz9nob2jl,Acquired,,Israel,True
HelloFresh,SF Bay Area,273.0,2025-03-17,,Food,https://www.grocerydive.com/ news/hellofresh-close-texas- distribution-centers-cut- nearly-300-jobs/742616/,Post-IPO, $367.00 ,United States,False
Acxiom,Little Rock,130.0,2025-03-19,3%,Marketing,https://adage.com/article/age ncy-news/acxiom-lays-35- staff-more-130- employees/2606146,Post-IPO,,United States,False
Brightcove,Boston,198.0,2025-03-19,33%,Marketing,https://www.boston.com/news /business/2025/03/19/boston- based-streaming-company- brightcove-to-lay-off-198- workers/,Acquired, $145.00 ,United States,False
Prefect,Washington D.C.,20.0,2025-03-25,,Data,https://www.bizjournals.com/ washington/inno/stories/profil es/2025/03/25/prefect- technologies-job-cuts- jeremiah-lowin.html,Series B, $47.00 ,United States,True
Niantic,SF Bay Area,68.0,2025-03-25,,Other,https://www.sfgate.com/tech/ article/niantic-spatial-layoffs- ferry-building-20240572.php,Series D, $770.00 ,United States,False
Block,SF Bay Area,931.0,2025-03-25,8%,Finance,https://techcrunch.com/2025/ 03/25/read-the-email-jack- dorsey-sent-when-he-cut- 931-of-blocks-staff/,Post-IPO, $150.00 ,United States,False
Palantir,Denver,120.0,2025-03-27,,Data,https://finance.yahoo.com/ne ws/palantir-just-cut-over-60- 192816370.html,Post-IPO," $3,000.00 ",United States,True
2U,Washington D.C.,,2025-03-31,,Education,https://www.classcentral.com/r eport/2u-layoffs-march-2025/,Post-IPO, $426.00 ,United States,False
Northvolt,Stockholm Non-U.S.,2800.0,2025-03-31,62%,Energy,https://sifted.eu/articles/north volt-lays-off-half-of-staff-as- bankrupt-battery-maker- seeks-buyer,Unknown," $13,800.00 ",Sweden,False
Sonder,SF Bay Area,,2025-04-14,,Travel,https://skift.com/2025/04/14/s onder-announces-50-million- in-layoffs-and-spending-cuts- ahead-of-marriott- integration/,Post-IPO, $839.00 ,United States,False
GupShup,SF Bay Area,200.0,2025-04-15,,Other,https://inc42.com/buzz/exclusi ve-saas-unicorn-gupshup- fires-500-employees/,Series F, $484.00 ,India,False
Smashing,SF Bay Area,7.0,2025-04-16,100%,Consumer,https://techcrunch.com/2025/ 04/16/smashing-the-reading- curation-app-by-goodreads- founder-shuts-down/,Seed, $3.00 ,United States,False
AppLovin,SF Bay Area,97.0,2025-04-16,,Marketing,https://www.pocketgamer.biz/ applovin-lays-off-97-staff/,Post-IPO," $1,600.00 ",United States,False
Turo,SF Bay Area,150.0,2025-04-16,17%,Transportat…,https://www.bloomberg.com/ news/articles/2025-04-16/car- rental-startup-turo-cuts-15- of-workers-after-icing-ipo,Series E, $467.00 ,United States,False
Zopper,Noida Non-U.S.,100.0,2025-04-17,,Finance,https://inc42.com/buzz/elevati on-capital-backed-zopper- fires-100-employees/,Series D, $125.00 ,India,False
Intel,Sacramento,22000.0,2025-04-23,20%,Hardware,https://www.bloomberg.com/ news/articles/2025-04- 23/intel-to-announce-plans- this-week-to-cut-more-than- 20-of-staff?srnd=homepage- americas,Post-IPO, $12.00 ,United States,True
Meta,SF Bay Area,100.0,2025-04-24,,Consumer,https://www.bloomberg.com/ news/articles/2025-04- 24/meta-lays-off-more-than- 100-staff-across-reality-labs- unit,Post-IPO," $26,000.00 ",United States,True
SambaNova,SF Bay Area,77.0,2025-04-25,15%,AI,https://www.eetimes.com/sam banova-lays-off-15-of- workforce-to-refocus-on- inference/,Series D," $1,100.00 ",United States,True
Cars24,Gurugram Non-U.S.,200.0,2025-04-26,,Transportat…,https://inc42.com/buzz/cars24 -lays-off-200-staff-in- restructuring-exercise/,Series G," $1,300.00 ",India,False
Tomorrow,Seattle,,2025-04-28,100%,Hardware,https://thespoon.tech/next- gen-fridge-startup-tomorrow- shuts-down/,Unknown,,United States,False
Spotter,Los Angeles,,2025-04-28,,Other,https://www.businessinsider.c om/amazon-backed-creator- startup-spotter-lays-off- staffers-2025-5,Unknown, $238.00 ,United States,False
Expedia,Seattle,,2025-04-28,3%,Travel,https://skift.com/2025/04/28/ expedia-restructures-product- and-tech-teams-will-lay-off-3- of-workforce/,Post-IPO," $3,300.00 ",United States,False
Stem,SF Bay Area,,2025-04-29,27%,Energy,https://seekingalpha.com/new s/4437501-stem-announces- 27-percent-workforce- reduction-with-30m-savings- target-for-2025,Post-IPO, $583.00 ,United States,False
Electronic Arts,SF Bay Area,300.0,2025-04-29,,Consumer,https://www.bloomberg.com/ news/articles/2025-04- 29/electronic-arts-lays-off- hundreds-cancels-titanfall- game,Post-IPO, $2.00 ,United States,False
NetApp,SF Bay Area,700.0,2025-04-30,6%,Data,https://blocksandfiles.com/20 25/04/30/netapp-making- layoffs/,Post-IPO,,United States,True
Microsoft,Seattle,6000.0,2025-05-13,3%,Other,https://www.cnbc.com/2025/0 5/13/microsoft-is-cutting- 3percent-of-workers-across- the-software-company.html,Post-IPO, $1.00 ,United States,True
Amazon,Seattle,100.0,2025-05-14,,Retail,https://www.cnbc.com/2025/0 5/14/amazon-lays-off-about- 100-employees-in-devices- and-services-unit.html,Post-IPO," $8,100.00 ",United States,True
Noogata,Tel Aviv Non-U.S.,10.0,2025-05-15,100%,AI,https://www.calcalistech.com/ ctechnews/article/bjluv00711x e,Series A, $28.00 ,Israel,True
GroundGame Health,Tampa Bay,97.0,2025-05-15,,Healthcare,https://www.bizjournals.com/t ampabay/news/2025/05/15/gr oundgame-health-layoffs.html,Series A, $17.00 ,United States,False
VerSe Innovation copy,Bengaluru Non-U.S.,350.0,2025-05-18,,Media,https://inc42.com/buzz/josh- dailyhunt-parent-verse- innovation-lays-off-350- employees/,Series J," $1,700.00 ",India,False
Blink Charging,Baltimore,,2025-05-19,20%,Other,https://blinkcharging.com/ne ws/blink-charging-announces- workforce-reduction-to- accelerate-blinkforward- initiative-and-strengthen- global-market-position,Post-IPO, $110.00 ,United States,False
Luminar,Orlando,,2025-05-20,,Transportat…,https://techcrunch.com/2025/ 05/20/luminar-kicks-off- another-round-of-layoffs- amid-ceos-sudden- resignation/,Post-IPO, $780.00 ,United States,False
Builder.ai,London Non-U.S.,,2025-05-20,100%,AI,https://techcrunch.com/2025/ 05/20/once-worth-over-1b- microsoft-backed-builder-ai- is-running-out-of-money/,Series D, $445.00 ,United Kingdo…,True
Climeworks,Zurich Non-U.S.,106.0,2025-05-21,22%,Energy,https://www.bloomberg.com/ news/articles/2025-05- 21/carbon-removal-startup- climeworks-is-cutting-22-of- staff,Private …, $734.00 ,Switzerland,False
LeddarTech,Quebec Non-U.S.,138.0,2025-05-22,95%,Transportat…,https://betakit.com/leddartech -cuts-95-percent-of-staff-in- bid-to-rescue-its-business/,Post-IPO, $402.00 ,Canada,False
Otipy,New Delhi Non-U.S.,300.0,2025-05-23,100%,Food,https://economictimes.indiati mes.com/tech/startups/subscr iption-based-grocery- provider-otipy-shuts-shop- impacts-300- employees/articleshow/12136 7249.cms?from=mdr,Series B, $44.00 ,India,False
Cars24,Gurugram Non-U.S.,120.0,2025-05-27,,Transportat…,https://inc42.com/buzz/cars24 -to-fire-120-more-employees- in-restructuring-exercise/,Series G," $1,300.00 ",India,False
nCino,Wilmington,,2025-05-27,7%,Finance,https://www.housingwire.com/ articles/ncino-workforce- layoffs-artificial-intelligence- technology/,Post-IPO," $1,100.00 ",United States,False
eBay,Tel Aviv Non-U.S.,200.0,2025-05-28,,Retail,https://www.calcalistech.com/ ctechnews/article/hywdt44mx x,Post-IPO," $1,200.00 ",Israel,False
Business Insider,New York City,,2025-05-29,20%,Media,https://www.adweek.com/med ia/business-insider-layoffs- traffic-sensitivity/,Acquired, $56.00 ,United States,False
Hims & Hers,SF Bay Area,68.0,2025-05-30,4%,Healthcare,https://www.reuters.com/busi ness/healthcare- pharmaceuticals/hims-cut-4- workforce-amid-ban-weight- loss-drug-copies-2025-05-30/,Post-IPO," $1,200.00 ",United States,False
Intel,Tel Aviv Non-U.S.,,2025-06-17,,Hardware,https://www.calcalistech.com/ ctechnews/article/pgg42xgob,Post-IPO, $12.00 ,Israel,True
Sabi,Lagos Non-U.S.,50.0,2025-06-19,20%,Retail,https://techcrunch.com/2025/ 06/20/after-raising-38m- african-e-commerce-startup- sabi-lays-off-20-pivots-to- traceable-exports/,Series B, $66.00 ,Nigeria,False
Khoros,Austin,116.0,2025-06-20,,Sales,https://www.bizjournals.com/a ustin/news/2025/06/20/layoffs -at-austin-social-media-co- khoros.html,Private …, $138.00 ,United States,False
Pluralsight,Salt Lake City,,2025-06-24,17%,Education,https://www.sltrib.com/news/b usiness/2025/06/26/pluralsigh t-is-leaving-utah-after/,Acquired, $192.00 ,United States,False
Microsoft,Seattle,,2025-06-24,,Other,https://www.bloomberg.com/ news/articles/2025-06- 24/microsoft-plans-major-job- cuts-at-xbox-gaming-division? accessToken=eyJhbGciOiJIUzI 1NiIsInR5cCI6IkpXVCJ9.eyJzb3 VyY2UiOiJTdWJzY3JpYmVyR2l mdGVkQXJ0aWNsZSIsImlhdCI 6MTc1MDc3Mjc0NiwiZXhwIjo xNzUxMzc3NTQ2LCJhcnRpY2x lSWQiOiJTWUQ0VkxEV1JHRzA wMCIsImJjb25uZWN0SWQiOiJ CMUVBQkI5NjQ2QUM0REZFQ TJBRkI4MjI1MzgyQTJFQSJ9.iM kVuxzB6m6hT_Rpwa- NQCTCvDapSt1DaRfpnGaqUS w&embedded- checkout=true&leadSource=u verify%20wall,Post-IPO, $1.00 ,United States,True
Intel,Sacramento,,2025-06-24,,Hardware,https://www.oregonlive.com/si licon-forest/2025/06/intel- will-shut-down-its- automotive-business-lay-off- most-of-the-departments- employees.html,Post-IPO, $12.00 ,United States,True
Google,SF Bay Area,75.0,2025-06-24,,Consumer,https://www.theinformation.co m/articles/google-cuts-smart- tv-budget-doubles-youtube,Post-IPO, $26.00 ,United States,True
Klue,Vancouver Non-U.S.,85.0,2025-06-25,40%,Sales,https://betakit.com/klue-lays- off-40-percent-of-staff-as- startup-faces-internal-and- external-ai-pressure/,Series B, $83.00 ,Canada,False
Bumble,Austin,240.0,2025-06-25,30%,Consumer,https://www.cnbc.com/2025/0 6/25/bumble-layoffs.html,Post-IPO, $313.00 ,United States,False
Rivian,Los Angeles,140.0,2025-06-26,1%,Transportat…,https://techcrunch.com/2025/ 06/26/rivian-cuts-dozens-on- manufacturing-team-ahead- of-r2-launch/,Post-IPO," $10,700.00 ",United States,False
TomTom,Amsterdam Non-U.S.,300.0,2025-06-30,10%,Other,https://www.tomtom.com/new sroom/press- releases/earnings- other/29121/tomtom- advances-its-product-led- strategy-and-realigns-its- organization/,Post-IPO, $430.00 ,Netherlands,False
King.com,Stockholm Non-U.S.,200.0,2025-07-14,,Consumer,https://mobilegamer.biz/laid- off-king-staff-set-to-be- replaced-by-the-ai-tools-they- helped-build-say-sources/,Acquired, $84.00 ,Sweden,False
Jamf,Minneapolis,166.0,2025-07-15,6%,Other,https://www.bizjournals.com/t wincities/news/2025/07/16/ja mf-lays-off-166- employees.html,Post-IPO, $332.00 ,United States,False
Lenovo,Raleigh,100.0,2025-07-16,3%,Hardware,https://www.newsobserver.co m/news/business/article31069 9130.html,Post-IPO, $850.00 ,United States,False
Scale AI,SF Bay Area,200.0,2025-07-16,14%,Data,https://www.bloomberg.com/ news/articles/2025-07- 16/scale-ai-to-cut-14-of-staff- following-meta-investment,Series E, $602.00 ,United States,True
